,drg_definition,provider_id,provider_name,provider_street_address,provider_city,provider_state,provider_zip_code,hospital_referral_region_hrr_description,total_discharges,average_covered_charges,average_total_payments,average_medicare_payments,average_consumer_payments,State,govenors_party_in_2017,state_party,total_covered_charges,total_payments,total_medicare_payments,total_consumer_payments,per capita average covered charges,per capita average total payments,per capita average medicare payments,per capita average consumer payments,per capita average covered - per capita average total payments
102209,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,260032,BARNES JEWISH HOSPITAL,ONE BARNES-JEWISH HOSPITAL PLAZA,SAINT LOUIS,MO,63110,MO - St. Louis,78,92346.15,24341.06,23048.37,1292.6900000000023,Missouri,R,MO- R,7202999.699999999,1898602.6800000002,1797772.8599999999,100829.82000000018,92346.15,24341.06,23048.37,1292.6900000000023,68005.09
102210,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,260032,BARNES JEWISH HOSPITAL,ONE BARNES-JEWISH HOSPITAL PLAZA,SAINT LOUIS,MO,63110,MO - St. Louis,42,71622.19,18753.62,17567.64,1185.9799999999996,Missouri,R,MO- R,3008131.98,787652.0399999999,737840.88,49811.15999999998,71622.19,18753.62,17567.64,1185.9799999999996,52868.57
102882,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,260065,MERCY HOSPITAL SPRINGFIELD,1235 E CHEROKEE,SPRINGFIELD,MO,65804,MO - Springfield,17,71898.12,18558.82,15944.76,2614.0599999999995,Missouri,R,MO- R,1222268.04,315499.94,271060.92,44439.01999999999,71898.12,18558.82,15944.759999999998,2614.0599999999995,53339.3
102883,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,260065,MERCY HOSPITAL SPRINGFIELD,1235 E CHEROKEE,SPRINGFIELD,MO,65804,MO - Springfield,31,72304.77,16995.48,12827.35,4168.129999999999,Missouri,R,MO- R,2241447.87,526859.88,397647.85000000003,129212.02999999997,72304.77,16995.48,12827.35,4168.129999999999,55309.29000000001
103036,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,260068,BOONE HOSPITAL CENTER,1600 E BROADWAY,COLUMBIA,MO,65201,MO - Columbia,27,56688.81,16837.93,15913.96,923.9700000000012,Missouri,R,MO- R,1530597.8699999999,454624.11,429676.92,24947.19000000003,56688.81,16837.93,15913.96,923.9700000000012,39850.87999999999
103037,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,260068,BOONE HOSPITAL CENTER,1600 E BROADWAY,COLUMBIA,MO,65201,MO - Columbia,30,55767.87,14076.83,12896.1,1180.7299999999996,Missouri,R,MO- R,1673036.1,422304.9,386883.0,35421.89999999999,55767.87,14076.83,12896.1,1180.7299999999996,41691.04000000001
103207,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,260077,ST ANTHONY'S MEDICAL CENTER,10010 KENNERLY ROAD,SAINT LOUIS,MO,63128,MO - St. Louis,19,47214.0,18087.84,17003.63,1084.2099999999991,Missouri,R,MO- R,897066.0,343668.96,323068.97000000003,20599.989999999983,47214.0,18087.84,17003.63,1084.2099999999991,29126.160000000003
103357,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,260081,SSM HEALTH ST CLARE HOSPITAL - FENTON,1015 BOWLES,FENTON,MO,63026,MO - St. Louis,17,80365.65,19693.0,19077.0,616.0,Missouri,R,MO- R,1366216.0499999998,334781.0,324309.0,10472.0,80365.65,19693.0,19077.0,616.0,60672.64999999999
103358,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,260081,SSM HEALTH ST CLARE HOSPITAL - FENTON,1015 BOWLES,FENTON,MO,63026,MO - St. Louis,16,47238.12,15714.5,14734.5,980.0,Missouri,R,MO- R,755809.92,251432.0,235752.0,15680.0,47238.12,15714.5,14734.5,980.0,31523.620000000003
103647,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,260095,CENTERPOINT MEDICAL CENTER,19600 EAST 39TH STREET,INDEPENDENCE,MO,64057,MO - Kansas City,13,147110.77,23078.0,15914.15,7163.85,Missouri,R,MO- R,1912440.0099999998,300014.0,206883.94999999998,93130.05,147110.77,23078.0,15914.149999999998,7163.85,124032.76999999999
103783,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,260096,NORTH KANSAS CITY HOSPITAL,2800 CLAY EDWARDS DRIVE,NORTH KANSAS CITY,MO,64116,MO - Kansas City,35,69245.14,18905.37,16091.06,2814.3099999999995,Missouri,R,MO- R,2423579.9,661687.95,563187.1,98500.84999999998,69245.14,18905.37,16091.06,2814.3099999999995,50339.77
103784,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,260096,NORTH KANSAS CITY HOSPITAL,2800 CLAY EDWARDS DRIVE,NORTH KANSAS CITY,MO,64116,MO - Kansas City,22,59506.91,19411.59,12535.18,6876.41,Missouri,R,MO- R,1309152.02,427054.98,275773.96,151281.02,59506.91,19411.59,12535.18,6876.41,40095.32
103956,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,260104,SSM HEALTH DEPAUL HOSPITAL ST LOUIS,12303 DEPAUL DRIVE,BRIDGETON,MO,63044,MO - St. Louis,15,45547.87,20544.4,17625.67,2918.730000000003,Missouri,R,MO- R,683218.05,308166.0,264385.05,43780.95000000005,45547.87,20544.4,17625.67,2918.730000000003,25003.470000000005
104225,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,260108,MISSOURI BAPTIST MEDICAL CENTER,3015 N BALLAS RD,TOWN AND COUNTRY,MO,63131,MO - St. Louis,12,85474.25,23551.42,17017.0,6534.419999999998,Missouri,R,MO- R,1025691.0,282617.04,204204.0,78413.03999999998,85474.25,23551.42,17017.0,6534.419999999998,61922.829999999994
104226,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,260108,MISSOURI BAPTIST MEDICAL CENTER,3015 N BALLAS RD,TOWN AND COUNTRY,MO,63131,MO - St. Louis,22,61963.23,17502.68,12503.5,4999.18,Missouri,R,MO- R,1363191.06,385058.96,275077.0,109981.96,61963.23,17502.68,12503.5,4999.18,44460.55
104563,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,260137,FREEMAN HEALTH SYSTEM - FREEMAN WEST,1102 WEST 32ND STREET,JOPLIN,MO,64804,MO - Joplin,18,104751.67,20552.17,15944.61,4607.559999999998,Missouri,R,MO- R,1885530.06,369939.05999999994,287002.98,82936.07999999996,104751.67,20552.17,15944.609999999999,4607.559999999998,84199.5
104890,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,260141,UNIVERSITY OF MISSOURI HEALTH CARE,ONE HOSPITAL DRIVE,COLUMBIA,MO,65212,MO - Columbia,38,126690.24,31701.89,21683.89,10018.0,Missouri,R,MO- R,4814229.12,1204671.82,823987.82,380684.0,126690.24,31701.890000000003,21683.89,10018.0,94988.34999999999
104891,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,260141,UNIVERSITY OF MISSOURI HEALTH CARE,ONE HOSPITAL DRIVE,COLUMBIA,MO,65212,MO - Columbia,32,94771.72,20177.56,19034.81,1142.75,Missouri,R,MO- R,3032695.04,645681.92,609113.92,36568.0,94771.72,20177.56,19034.81,1142.75,74594.16
104995,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,260162,BARNES-JEWISH WEST COUNTY HOSPITAL,12634 OLIVE BOULEVARD,CREVE COEUR,MO,63141,MO - St. Louis,15,32246.2,14438.67,13212.2,1226.4699999999993,Missouri,R,MO- R,483693.0,216580.05,198183.0,18397.04999999999,32246.2,14438.67,13212.2,1226.4699999999991,17807.530000000002
105061,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,260176,DES PERES HOSPITAL,2345 DOUGHERTY FERRY ROAD,SAINT LOUIS,MO,63122,MO - St. Louis,21,139105.0,23124.14,20727.67,2396.470000000001,Missouri,R,MO- R,2921205.0,485606.94,435281.06999999995,50325.870000000024,139105.0,23124.14,20727.67,2396.470000000001,115980.86
105062,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,260176,DES PERES HOSPITAL,2345 DOUGHERTY FERRY ROAD,SAINT LOUIS,MO,63122,MO - St. Louis,17,87897.82,19030.41,14539.29,4491.119999999999,Missouri,R,MO- R,1494262.9400000002,323516.97,247167.93000000002,76349.03999999998,87897.82,19030.41,14539.29,4491.119999999999,68867.41000000002
105215,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,260179,ST LUKES HOSPITAL,232 S WOODS MILL RD,CHESTERFIELD,MO,63017,MO - St. Louis,13,65256.46,21805.77,17376.77,4429.0,Missouri,R,MO- R,848333.98,283475.01,225898.01,57577.0,65256.46,21805.77,17376.77,4429.0,43450.689999999995
105736,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,260214,BELTON REGIONAL MEDICAL CENTER,17065 S 71 HIGHWAY,BELTON,MO,64012,MO - Kansas City,11,109453.82,15125.0,14292.64,832.3600000000006,Missouri,R,MO- R,1203992.02,166375.0,157219.03999999998,9155.960000000006,109453.82,15125.0,14292.639999999998,832.3600000000006,94328.82
105999,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,270004,BILLINGS CLINIC HOSPITAL,2800 10TH AVE N,BILLINGS,MT,59101,MT - Billings,17,59488.65,22486.06,21375.88,1110.1800000000003,Montana,D,MT- D,1011307.05,382263.02,363389.96,18873.060000000005,59488.65,22486.06,21375.88,1110.1800000000003,37002.590000000004
106189,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,270014,ST PATRICK HOSPITAL,500 W BROADWAY,MISSOULA,MT,59806,MT - Missoula,11,63889.91,21497.64,20463.18,1034.4599999999991,Montana,D,MT- D,702789.01,236474.03999999998,225094.98,11379.05999999999,63889.91,21497.64,20463.18,1034.4599999999991,42392.270000000004
106190,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,270014,ST PATRICK HOSPITAL,500 W BROADWAY,MISSOULA,MT,59806,MT - Missoula,16,52540.75,17466.94,16272.25,1194.6899999999987,Montana,D,MT- D,840652.0,279471.04,260356.0,19115.03999999998,52540.75,17466.94,16272.25,1194.6899999999987,35073.81
106339,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,270049,ST VINCENT HEALTHCARE,1233 N 30TH ST,BILLINGS,MT,59101,MT - Billings,17,76713.82,22445.76,17753.76,4692.0,Montana,D,MT- D,1304134.9400000002,381577.92,301813.92,79764.0,76713.82,22445.76,17753.76,4692.0,54268.06000000001
106340,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,270049,ST VINCENT HEALTHCARE,1233 N 30TH ST,BILLINGS,MT,59101,MT - Billings,30,58601.57,17599.7,16318.37,1281.33,Montana,D,MT- D,1758047.1,527991.0,489551.10000000003,38439.899999999994,58601.57,17599.7,16318.37,1281.3299999999997,41001.87
106412,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,270051,KALISPELL REGIONAL MEDICAL CENTER,310 SUNNYVIEW LANE,KALISPELL,MT,59901,MT - Missoula,15,71530.93,23900.8,19187.8,4713.0,Montana,D,MT- D,1072963.95,358512.0,287817.0,70695.0,71530.93,23900.8,19187.8,4713.0,47630.13
106618,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,280003,BRYAN MEDICAL CENTER,1600 SOUTH 48TH ST,LINCOLN,NE,68506,NE - Lincoln,12,93247.08,21333.5,17591.5,3742.0,Nebraska,R,NE- R,1118964.96,256002.0,211098.0,44904.0,93247.08,21333.5,17591.5,3742.0,71913.58
106619,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,280003,BRYAN MEDICAL CENTER,1600 SOUTH 48TH ST,LINCOLN,NE,68506,NE - Lincoln,16,69048.5,17437.88,14301.75,3136.130000000001,Nebraska,R,NE- R,1104776.0,279006.08,228828.0,50178.080000000016,69048.5,17437.88,14301.75,3136.130000000001,51610.619999999995
106721,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,280009,CHI HEALTH GOOD SAMARITAN,"P O BOX 1990, 10 EAST 31ST ST",KEARNEY,NE,68848,NE - Omaha,12,55023.75,19454.0,13018.17,6435.83,Nebraska,R,NE- R,660285.0,233448.0,156218.04,77229.95999999999,55023.75,19454.0,13018.17,6435.829999999999,35569.75
106883,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,280013,THE NEBRASKA MEDICAL CENTER,987400 NEBRASKA MEDICAL CENTER,OMAHA,NE,68198,NE - Omaha,31,96103.74,24721.84,23208.03,1513.8100000000013,Nebraska,R,NE- R,2979215.94,766377.04,719448.9299999999,46928.110000000044,96103.74,24721.84,23208.03,1513.8100000000015,71381.9
106884,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,280013,THE NEBRASKA MEDICAL CENTER,987400 NEBRASKA MEDICAL CENTER,OMAHA,NE,68198,NE - Omaha,13,71285.69,19708.77,18162.15,1546.619999999999,Nebraska,R,NE- R,926713.97,256214.01,236107.95,20106.059999999987,71285.69,19708.77,18162.15,1546.619999999999,51576.92
107009,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,280020,CHI HEALTH ST ELIZABETH,555 SOUTH 70TH ST,LINCOLN,NE,68510,NE - Lincoln,33,64779.15,20217.88,19191.18,1026.7000000000007,Nebraska,R,NE- R,2137711.95,667190.04,633308.9400000001,33881.10000000002,64779.15000000001,20217.88,19191.18,1026.7000000000007,44561.270000000004
107010,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,280020,CHI HEALTH ST ELIZABETH,555 SOUTH 70TH ST,LINCOLN,NE,68510,NE - Lincoln,21,58721.29,17925.33,14064.71,3860.6200000000026,Nebraska,R,NE- R,1233147.09,376431.93000000005,295358.91,81073.02000000005,58721.29,17925.33,14064.71,3860.620000000002,40795.96
107538,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,280081,CHI HEALTH IMMANUEL,6901 NORTH 72ND ST,OMAHA,NE,68122,NE - Omaha,16,106711.62,22088.12,21351.38,736.739999999998,Nebraska,R,NE- R,1707385.92,353409.92,341622.08,11787.839999999967,106711.62,22088.12,21351.38,736.739999999998,84623.5
107670,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,280129,NEBRASKA ORTHOPAEDIC HOSPITAL,2808 SOUTH 143RD PLZ,OMAHA,NE,68144,NE - Omaha,18,52407.78,19614.39,18816.39,798.0,Nebraska,R,NE- R,943340.04,353059.02,338695.02,14364.0,52407.78,19614.39,18816.39,798.0,32793.39
107671,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,280129,NEBRASKA ORTHOPAEDIC HOSPITAL,2808 SOUTH 143RD PLZ,OMAHA,NE,68144,NE - Omaha,23,53946.3,16875.09,13899.13,2975.960000000001,Nebraska,R,NE- R,1240764.9000000001,388127.07,319679.99,68447.08000000002,53946.3,16875.09,13899.13,2975.9600000000005,37071.21000000001
107701,466 - REVISION OF HIP OR KNEE REPLACEMENT W MCC,280130,CHI HEALTH LAKESIDE,16901 LAKESIDE HILLS CT,OMAHA,NE,68130,NE - Omaha,12,119317.33,24617.08,23476.08,1141.0,Nebraska,R,NE- R,1431807.96,295404.96,281712.96,13692.0,119317.33,24617.08,23476.08,1141.0,94700.25
107702,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,280130,CHI HEALTH LAKESIDE,16901 LAKESIDE HILLS CT,OMAHA,NE,68130,NE - Omaha,82,87944.23,20433.68,17213.72,3219.959999999999,Nebraska,R,NE- R,7211426.859999999,1675561.76,1411525.04,264036.7199999999,87944.23,20433.68,17213.72,3219.959999999999,67510.54999999999
107703,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,280130,CHI HEALTH LAKESIDE,16901 LAKESIDE HILLS CT,OMAHA,NE,68130,NE - Omaha,17,82606.06,18721.29,13092.88,5628.410000000002,Nebraska,R,NE- R,1404303.02,318261.93,222578.96,95682.97000000003,82606.06,18721.29,13092.88,5628.410000000002,63884.770000000004
107932,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,290001,RENOWN REGIONAL MEDICAL CENTER,1155 MILL STREET,RENO,NV,89502,NV - Reno,20,91174.1,23603.3,20160.9,3442.399999999998,Nevada,R,NV- R,1823482.0,472066.0,403218.0,68847.99999999996,91174.1,23603.3,20160.9,3442.399999999998,67570.8
107933,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,290001,RENOWN REGIONAL MEDICAL CENTER,1155 MILL STREET,RENO,NV,89502,NV - Reno,24,75570.71,18119.71,15120.0,2999.709999999999,Nevada,R,NV- R,1813697.04,434873.04,362880.0,71993.03999999998,75570.71,18119.71,15120.0,2999.709999999999,57451.0
108357,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,290009,SAINT MARY'S REGIONAL MEDICAL CENTER,235 W 6TH ST,RENO,NV,89503,NV - Reno,11,196389.18,27029.0,26430.82,598.1800000000003,Nevada,R,NV- R,2160280.98,297319.0,290739.02,6579.980000000003,196389.18,27029.0,26430.820000000003,598.1800000000003,169360.18
108358,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,290009,SAINT MARY'S REGIONAL MEDICAL CENTER,235 W 6TH ST,RENO,NV,89503,NV - Reno,13,138994.62,18009.15,16703.92,1305.2300000000032,Nevada,R,NV- R,1806930.06,234118.95,217150.95999999996,16967.99000000004,138994.62,18009.15,16703.92,1305.2300000000032,120985.47
108721,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,290032,NORTHERN NEVADA MEDICAL CENTER,2375 PRATER WAY,SPARKS,NV,89434,NV - Reno,25,128131.12,17457.72,14783.48,2674.2400000000016,Nevada,R,NV- R,3203278.0,436443.0,369587.0,66856.00000000004,128131.12,17457.72,14783.48,2674.2400000000016,110673.4
109068,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,290045,ST ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,3001 ST ROSE PARKWAY,HENDERSON,NV,89052,NV - Las Vegas,68,179433.4,26223.51,21031.06,5192.449999999997,Nevada,R,NV- R,12201471.2,1783198.68,1430112.08,353086.5999999998,179433.4,26223.51,21031.06,5192.449999999997,153209.88999999998
109069,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,290045,ST ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,3001 ST ROSE PARKWAY,HENDERSON,NV,89052,NV - Las Vegas,28,176820.32,23639.0,12664.89,10974.11,Nevada,R,NV- R,4950968.96,661892.0,354616.92,307275.08,176820.32,23639.0,12664.89,10974.11,153181.32
109159,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,290046,SPRING VALLEY HOSPITAL MEDICAL CENTER,5400 SOUTH RAINBOW BLVD,LAS VEGAS,NV,89118,NV - Las Vegas,13,291907.31,24561.54,21438.92,3122.6200000000026,Nevada,R,NV- R,3794795.03,319300.02,278705.95999999996,40594.060000000034,291907.31,24561.54,21438.92,3122.6200000000026,267345.76999999996
109160,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,290046,SPRING VALLEY HOSPITAL MEDICAL CENTER,5400 SOUTH RAINBOW BLVD,LAS VEGAS,NV,89118,NV - Las Vegas,14,233506.21,20889.0,17031.71,3857.290000000001,Nevada,R,NV- R,3269086.94,292446.0,238443.94,54002.06000000001,233506.21,20889.0,17031.71,3857.290000000001,212617.21
109374,466 - REVISION OF HIP OR KNEE REPLACEMENT W MCC,290054,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,6900 N DURANGO DR,LAS VEGAS,NV,89149,NV - Las Vegas,15,335668.13,34364.2,29685.2,4678.999999999996,Nevada,R,NV- R,5035021.95,515462.99999999994,445278.0,70184.99999999994,335668.13,34364.2,29685.2,4678.999999999996,301303.93
109375,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,290054,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,6900 N DURANGO DR,LAS VEGAS,NV,89149,NV - Las Vegas,51,235520.67,23759.45,21760.75,1998.7000000000007,Nevada,R,NV- R,12011554.17,1211731.95,1109798.25,101933.70000000004,235520.67,23759.45,21760.75,1998.7000000000007,211761.22
109376,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,290054,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,6900 N DURANGO DR,LAS VEGAS,NV,89149,NV - Las Vegas,11,172312.18,18232.18,15233.36,2998.8199999999997,Nevada,R,NV- R,1895433.98,200553.98,167566.96000000002,32987.02,172312.18,18232.18,15233.360000000002,2998.8199999999997,154080.0
109515,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,300001,CONCORD HOSPITAL,250 PLEASANT ST,CONCORD,NH,3301,NH - Manchester,11,89422.09,22508.73,21310.73,1198.0,New Hampshire,R,NH- R,983642.99,247596.03,234418.03,13178.0,89422.09,22508.73,21310.73,1198.0,66913.36
109516,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,300001,CONCORD HOSPITAL,250 PLEASANT ST,CONCORD,NH,3301,NH - Manchester,20,72601.1,18900.35,17577.55,1322.7999999999993,New Hampshire,R,NH- R,1452022.0,378007.0,351551.0,26455.999999999985,72601.1,18900.35,17577.55,1322.7999999999993,53700.75
109686,466 - REVISION OF HIP OR KNEE REPLACEMENT W MCC,300003,MARY HITCHCOCK MEMORIAL HOSPITAL,1 MEDICAL CENTER DRIVE,LEBANON,NH,3756,NH - Lebanon,13,96369.77,46275.23,43834.85,2440.3800000000047,New Hampshire,R,NH- R,1252807.01,601577.99,569853.0499999999,31724.94000000006,96369.77,46275.229999999996,43834.84999999999,2440.3800000000047,50094.54
109687,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,300003,MARY HITCHCOCK MEMORIAL HOSPITAL,1 MEDICAL CENTER DRIVE,LEBANON,NH,3756,NH - Lebanon,58,52777.21,30329.02,27743.62,2585.4000000000015,New Hampshire,R,NH- R,3061078.18,1759083.16,1609129.96,149953.20000000007,52777.21000000001,30329.019999999997,27743.62,2585.400000000001,22448.190000000006
109688,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,300003,MARY HITCHCOCK MEMORIAL HOSPITAL,1 MEDICAL CENTER DRIVE,LEBANON,NH,3756,NH - Lebanon,33,38187.91,25019.88,22654.33,2365.5499999999993,New Hampshire,R,NH- R,1260201.03,825656.04,747592.89,78063.14999999998,38187.91,25019.88,22654.33,2365.5499999999993,13168.029999999999
110339,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,300029,PORTSMOUTH REGIONAL HOSPITAL,333 BORTHWICK AVE,PORTSMOUTH,NH,3801,NH - Manchester,13,96747.92,24552.15,14952.38,9599.770000000002,New Hampshire,R,NH- R,1257722.96,319177.95,194380.94,124797.01000000002,96747.92,24552.15,14952.380000000001,9599.770000000002,72195.77
110625,466 - REVISION OF HIP OR KNEE REPLACEMENT W MCC,310001,HACKENSACK UNIVERSITY MEDICAL CENTER,30 PROSPECT AVE,HACKENSACK,NJ,7601,NJ - Hackensack,12,134813.17,40018.25,38288.58,1729.6699999999983,New Jersey,R,NJ- R,1617758.04,480219.0,459462.96,20756.03999999998,134813.17,40018.25,38288.58,1729.6699999999983,94794.92
110626,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,310001,HACKENSACK UNIVERSITY MEDICAL CENTER,30 PROSPECT AVE,HACKENSACK,NJ,7601,NJ - Hackensack,37,84340.05,28061.59,26606.73,1454.8600000000006,New Jersey,R,NJ- R,3120581.85,1038278.83,984449.01,53829.82000000002,84340.05,28061.59,26606.73,1454.8600000000006,56278.46
110627,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,310001,HACKENSACK UNIVERSITY MEDICAL CENTER,30 PROSPECT AVE,HACKENSACK,NJ,7601,NJ - Hackensack,57,63377.28,23736.02,20822.47,2913.5499999999993,New Jersey,R,NJ- R,3612504.96,1352953.1400000001,1186880.79,166072.34999999995,63377.28,23736.020000000004,20822.47,2913.5499999999993,39641.259999999995
110922,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,310005,HUNTERDON MEDICAL CENTER,2100 WESCOTT DRIVE,FLEMINGTON,NJ,8822,PA - Philadelphia,13,59279.85,18789.23,17423.69,1365.5400000000009,New Jersey,R,NJ- R,770638.0499999999,244259.99,226507.96999999997,17752.02000000001,59279.84999999999,18789.23,17423.69,1365.5400000000009,40490.619999999995
111082,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD,TEANECK,NJ,7666,NJ - Hackensack,18,103265.78,26141.72,21494.72,4647.0,New Jersey,R,NJ- R,1858784.04,470550.96,386904.96,83646.0,103265.78,26141.72,21494.72,4647.0,77124.06
111083,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD,TEANECK,NJ,7666,NJ - Hackensack,28,69821.75,20557.89,19209.14,1348.75,New Jersey,R,NJ- R,1955009.0,575620.9199999999,537855.9199999999,37765.0,69821.75,20557.889999999996,19209.139999999996,1348.75,49263.86
111294,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,310010,UNIV MEDICAL CENTER OF PRINCETON AT PLAINSBORO,ONE PLAINSBORO ROAD,PLAINSBORO,NJ,8536,NJ - New Brunswick,25,77835.16,25581.56,23311.52,2270.040000000001,New Jersey,R,NJ- R,1945879.0,639539.0,582788.0,56751.00000000002,77835.16,25581.56,23311.52,2270.040000000001,52253.6
111295,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,310010,UNIV MEDICAL CENTER OF PRINCETON AT PLAINSBORO,ONE PLAINSBORO ROAD,PLAINSBORO,NJ,8536,NJ - New Brunswick,18,61328.33,20906.11,18371.72,2534.3899999999994,New Jersey,R,NJ- R,1103909.94,376309.98,330690.96,45619.01999999999,61328.329999999994,20906.11,18371.72,2534.3899999999994,40422.22
111532,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,310012,VALLEY HOSPITAL,223 N VAN DIEN AVENUE,RIDGEWOOD,NJ,7450,NJ - Ridgewood,14,83458.86,22441.86,21193.0,1248.8600000000006,New Jersey,R,NJ- R,1168424.04,314186.04000000004,296702.0,17484.040000000008,83458.86,22441.860000000004,21193.0,1248.8600000000006,61017.0
